declarationNumber,declarationType,declarationDate,state,county,incidentType,incidentTitle,startDate,endDate,closeDate,individualAssistanceProgram,individualsAndHouseholdsProgram,publicAssistanceProgram,hazardMitigationProgram,year,month
DR-1028,Disaster,1994-05-10,MI,Mackinac County,Winter,Severe Deep Freeze,01/10/1994,06/10/1994,04/12/1999,No,No,Yes,Yes,1994,5
DR-1028,Disaster,1994-05-10,MI,Marquette County,Winter,Severe Deep Freeze,01/10/1994,06/10/1994,04/12/1999,No,No,Yes,Yes,1994,5
DR-1028,Disaster,1994-05-10,MI,Ontonagon County,Winter,Severe Deep Freeze,01/10/1994,06/10/1994,04/12/1999,No,No,Yes,Yes,1994,5
DR-1028,Disaster,1994-05-10,MI,Schoolcraft County,Winter,Severe Deep Freeze,01/10/1994,06/10/1994,04/12/1999,No,No,Yes,Yes,1994,5
DR-1029,Disaster,1994-05-13,ME,Aroostook County,Flood,Flooding and Ice Jams,04/15/1994,05/09/1994,09/28/2001,Yes,No,No,No,1994,5
DR-1030,Disaster,1994-06-17,DC,District of Columbia County-equivalent,Storm,Severe Winter Ice Storm,01/17/1994,01/21/1994,02/19/2002,No,No,Yes,Yes,1994,6
DR-1031,Disaster,1994-06-21,SD,Brookings County,Storm,Severe Storms and Flooding,03/01/1994,07/29/1994,07/16/2001,No,No,Yes,Yes,1994,6
DR-1031,Disaster,1994-06-21,SD,Brown County,Storm,Severe Storms and Flooding,03/01/1994,07/29/1994,07/16/2001,No,No,Yes,Yes,1994,6
DR-1031,Disaster,1994-06-21,SD,Campbell County,Storm,Severe Storms and Flooding,03/01/1994,07/29/1994,07/16/2001,No,No,Yes,Yes,1994,6
DR-1031,Disaster,1994-06-21,SD,Clark County,Storm,Severe Storms and Flooding,03/01/1994,07/29/1994,07/16/2001,No,No,Yes,Yes,1994,6
DR-1031,Disaster,1994-06-21,SD,Codington County,Storm,Severe Storms and Flooding,03/01/1994,07/29/1994,07/16/2001,No,No,Yes,Yes,1994,6
DR-1031,Disaster,1994-06-21,SD,Day County,Storm,Severe Storms and Flooding,03/01/1994,07/29/1994,07/16/2001,No,No,Yes,Yes,1994,6
DR-1031,Disaster,1994-06-21,SD,Deuel County,Storm,Severe Storms and Flooding,03/01/1994,07/29/1994,07/16/2001,No,No,Yes,Yes,1994,6
DR-1031,Disaster,1994-06-21,SD,Edmunds County,Storm,Severe Storms and Flooding,03/01/1994,07/29/1994,07/16/2001,No,No,Yes,Yes,1994,6
DR-1031,Disaster,1994-06-21,SD,Grant County,Storm,Severe Storms and Flooding,03/01/1994,07/29/1994,07/16/2001,No,No,Yes,Yes,1994,6
DR-1031,Disaster,1994-06-21,SD,Hand County,Storm,Severe Storms and Flooding,03/01/1994,07/29/1994,07/16/2001,No,No,Yes,Yes,1994,6
DR-1031,Disaster,1994-06-21,SD,Hanson County,Storm,Severe Storms and Flooding,03/01/1994,07/29/1994,07/16/2001,No,No,Yes,Yes,1994,6
DR-1031,Disaster,1994-06-21,SD,Hughes County,Storm,Severe Storms and Flooding,03/01/1994,07/29/1994,07/16/2001,No,No,Yes,Yes,1994,6
DR-1031,Disaster,1994-06-21,SD,Kingsbury County,Storm,Severe Storms and Flooding,03/01/1994,07/29/1994,07/16/2001,No,No,Yes,Yes,1994,6
DR-1031,Disaster,1994-06-21,SD,McPherson County,Storm,Severe Storms and Flooding,03/01/1994,07/29/1994,07/16/2001,No,No,Yes,Yes,1994,6
DR-1031,Disaster,1994-06-21,SD,Marshall County,Storm,Severe Storms and Flooding,03/01/1994,07/29/1994,07/16/2001,No,No,Yes,Yes,1994,6
DR-1031,Disaster,1994-06-21,SD,Potter County,Storm,Severe Storms and Flooding,03/01/1994,07/29/1994,07/16/2001,No,No,Yes,Yes,1994,6
DR-1031,Disaster,1994-06-21,SD,Roberts County,Storm,Severe Storms and Flooding,03/01/1994,07/29/1994,07/16/2001,No,No,Yes,Yes,1994,6
DR-1031,Disaster,1994-06-21,SD,Sanborn County,Storm,Severe Storms and Flooding,03/01/1994,07/29/1994,07/16/2001,No,No,Yes,Yes,1994,6
DR-1031,Disaster,1994-06-21,SD,Spink County,Storm,Severe Storms and Flooding,03/01/1994,07/29/1994,07/16/2001,No,No,Yes,Yes,1994,6
DR-1031,Disaster,1994-06-21,SD,Sully County,Storm,Severe Storms and Flooding,03/01/1994,07/29/1994,07/16/2001,No,No,Yes,Yes,1994,6
DR-1031,Disaster,1994-06-21,SD,Ziebach County,Storm,Severe Storms and Flooding,03/01/1994,07/29/1994,07/16/2001,No,No,Yes,Yes,1994,6
DR-1032,Disaster,1994-07-01,ND,Barnes County,Storm,"Severe Storms, Flooding",03/05/1994,08/05/1994,07/16/2001,No,No,Yes,Yes,1994,7
DR-1032,Disaster,1994-07-01,ND,Benson County,Storm,"Severe Storms, Flooding",03/05/1994,08/05/1994,07/16/2001,No,No,Yes,Yes,1994,7
DR-1032,Disaster,1994-07-01,ND,Eddy County,Storm,"Severe Storms, Flooding",03/05/1994,08/05/1994,07/16/2001,No,No,Yes,Yes,1994,7
DR-1032,Disaster,1994-07-01,ND,Foster County,Storm,"Severe Storms, Flooding",03/05/1994,08/05/1994,07/16/2001,No,No,Yes,Yes,1994,7
DR-1032,Disaster,1994-07-01,ND,Griggs County,Storm,"Severe Storms, Flooding",03/05/1994,08/05/1994,07/16/2001,No,No,Yes,Yes,1994,7
DR-1032,Disaster,1994-07-01,ND,Hettinger County,Storm,"Severe Storms, Flooding",03/05/1994,08/05/1994,07/16/2001,No,No,Yes,Yes,1994,7
DR-1032,Disaster,1994-07-01,ND,Kidder County,Storm,"Severe Storms, Flooding",03/05/1994,08/05/1994,07/16/2001,No,No,Yes,Yes,1994,7
DR-1032,Disaster,1994-07-01,ND,LaMoure County,Storm,"Severe Storms, Flooding",03/05/1994,08/05/1994,07/16/2001,No,No,Yes,Yes,1994,7
DR-1032,Disaster,1994-07-01,ND,Logan County,Storm,"Severe Storms, Flooding",03/05/1994,08/05/1994,07/16/2001,No,No,Yes,Yes,1994,7
DR-1032,Disaster,1994-07-01,ND,McIntosh County,Storm,"Severe Storms, Flooding",03/05/1994,08/05/1994,07/16/2001,No,No,Yes,Yes,1994,7
DR-1032,Disaster,1994-07-01,ND,McKenzie County,Storm,"Severe Storms, Flooding",03/05/1994,08/05/1994,07/16/2001,No,No,Yes,Yes,1994,7
DR-1032,Disaster,1994-07-01,ND,Nelson County,Storm,"Severe Storms, Flooding",03/05/1994,08/05/1994,07/16/2001,No,No,Yes,Yes,1994,7
DR-1032,Disaster,1994-07-01,ND,Oliver County,Storm,"Severe Storms, Flooding",03/05/1994,08/05/1994,07/16/2001,No,No,Yes,Yes,1994,7
DR-1032,Disaster,1994-07-01,ND,Pierce County,Storm,"Severe Storms, Flooding",03/05/1994,08/05/1994,07/16/2001,No,No,Yes,Yes,1994,7
DR-1032,Disaster,1994-07-01,ND,Ramsey County,Storm,"Severe Storms, Flooding",03/05/1994,08/05/1994,07/16/2001,No,No,Yes,Yes,1994,7
DR-1032,Disaster,1994-07-01,ND,Richland County,Storm,"Severe Storms, Flooding",03/05/1994,08/05/1994,07/16/2001,No,No,Yes,Yes,1994,7
DR-1032,Disaster,1994-07-01,ND,Rolette County,Storm,"Severe Storms, Flooding",03/05/1994,08/05/1994,07/16/2001,No,No,Yes,Yes,1994,7
DR-1032,Disaster,1994-07-01,ND,Sargent County,Storm,"Severe Storms, Flooding",03/05/1994,08/05/1994,07/16/2001,No,No,Yes,Yes,1994,7
DR-1032,Disaster,1994-07-01,ND,Sheridan County,Storm,"Severe Storms, Flooding",03/05/1994,08/05/1994,07/16/2001,No,No,Yes,Yes,1994,7
DR-1032,Disaster,1994-07-01,ND,Steele County,Storm,"Severe Storms, Flooding",03/05/1994,08/05/1994,07/16/2001,No,No,Yes,Yes,1994,7
DR-1032,Disaster,1994-07-01,ND,Stutsman County,Storm,"Severe Storms, Flooding",03/05/1994,08/05/1994,07/16/2001,No,No,Yes,Yes,1994,7
DR-1032,Disaster,1994-07-01,ND,Towner County,Storm,"Severe Storms, Flooding",03/05/1994,08/05/1994,07/16/2001,No,No,Yes,Yes,1994,7
DR-1032,Disaster,1994-07-01,ND,Walsh County,Storm,"Severe Storms, Flooding",03/05/1994,08/05/1994,07/16/2001,No,No,Yes,Yes,1994,7
DR-1032,Disaster,1994-07-01,ND,Wells County,Storm,"Severe Storms, Flooding",03/05/1994,08/05/1994,07/16/2001,No,No,Yes,Yes,1994,7
DR-1032,Disaster,1994-07-01,ND,Williams County,Storm,"Severe Storms, Flooding",03/05/1994,08/05/1994,07/16/2001,No,No,Yes,Yes,1994,7
DR-1033,Disaster,1994-07-07,GA,Baker County,Tornado,"Tornadoes, Flooding Torrential Rain(Trop Storm Alberto)",07/03/1994,07/25/1994,06/28/2012,Yes,No,Yes,Yes,1994,7
DR-1033,Disaster,1994-07-07,GA,Bibb County,Tornado,"Tornadoes, Flooding Torrential Rain(Trop Storm Alberto)",07/03/1994,07/25/1994,06/28/2012,Yes,No,Yes,Yes,1994,7
DR-1033,Disaster,1994-07-07,GA,Butts County,Tornado,"Tornadoes, Flooding Torrential Rain(Trop Storm Alberto)",07/03/1994,07/25/1994,06/28/2012,Yes,No,Yes,Yes,1994,7
DR-1033,Disaster,1994-07-07,GA,Calhoun County,Tornado,"Tornadoes, Flooding Torrential Rain(Trop Storm Alberto)",07/03/1994,07/25/1994,06/28/2012,Yes,No,Yes,Yes,1994,7
DR-1033,Disaster,1994-07-07,GA,Carroll County,Tornado,"Tornadoes, Flooding Torrential Rain(Trop Storm Alberto)",07/03/1994,07/25/1994,06/28/2012,Yes,No,Yes,Yes,1994,7
DR-1033,Disaster,1994-07-07,GA,Clay County,Tornado,"Tornadoes, Flooding Torrential Rain(Trop Storm Alberto)",07/03/1994,07/25/1994,06/28/2012,Yes,No,Yes,Yes,1994,7
DR-1033,Disaster,1994-07-07,GA,Clayton County,Tornado,"Tornadoes, Flooding Torrential Rain(Trop Storm Alberto)",07/03/1994,07/25/1994,06/28/2012,Yes,No,Yes,Yes,1994,7
DR-1033,Disaster,1994-07-07,GA,Coweta County,Tornado,"Tornadoes, Flooding Torrential Rain(Trop Storm Alberto)",07/03/1994,07/25/1994,06/28/2012,Yes,No,Yes,Yes,1994,7
DR-1033,Disaster,1994-07-07,GA,Crawford County,Tornado,"Tornadoes, Flooding Torrential Rain(Trop Storm Alberto)",07/03/1994,07/25/1994,06/28/2012,Yes,No,Yes,Yes,1994,7
DR-1033,Disaster,1994-07-07,GA,Crisp County,Tornado,"Tornadoes, Flooding Torrential Rain(Trop Storm Alberto)",07/03/1994,07/25/1994,06/28/2012,Yes,No,Yes,Yes,1994,7
DR-1033,Disaster,1994-07-07,GA,Decatur County,Tornado,"Tornadoes, Flooding Torrential Rain(Trop Storm Alberto)",07/03/1994,07/25/1994,06/28/2012,Yes,No,Yes,Yes,1994,7
DR-1033,Disaster,1994-07-07,GA,Dodge County,Tornado,"Tornadoes, Flooding Torrential Rain(Trop Storm Alberto)",07/03/1994,07/25/1994,06/28/2012,Yes,No,Yes,Yes,1994,7
DR-1033,Disaster,1994-07-07,GA,Dooly County,Tornado,"Tornadoes, Flooding Torrential Rain(Trop Storm Alberto)",07/03/1994,07/25/1994,06/28/2012,Yes,No,Yes,Yes,1994,7
DR-1033,Disaster,1994-07-07,GA,Dougherty County,Tornado,"Tornadoes, Flooding Torrential Rain(Trop Storm Alberto)",07/03/1994,07/25/1994,06/28/2012,Yes,No,Yes,Yes,1994,7
DR-1033,Disaster,1994-07-07,GA,Early County,Tornado,"Tornadoes, Flooding Torrential Rain(Trop Storm Alberto)",07/03/1994,07/25/1994,06/28/2012,Yes,No,Yes,Yes,1994,7
DR-1033,Disaster,1994-07-07,GA,Fayette County,Tornado,"Tornadoes, Flooding Torrential Rain(Trop Storm Alberto)",07/03/1994,07/25/1994,06/28/2012,Yes,No,Yes,Yes,1994,7
DR-1033,Disaster,1994-07-07,GA,Fulton County,Tornado,"Tornadoes, Flooding Torrential Rain(Trop Storm Alberto)",07/03/1994,07/25/1994,06/28/2012,Yes,No,Yes,Yes,1994,7
DR-1033,Disaster,1994-07-07,GA,Henry County,Tornado,"Tornadoes, Flooding Torrential Rain(Trop Storm Alberto)",07/03/1994,07/25/1994,06/28/2012,Yes,No,Yes,Yes,1994,7
DR-1033,Disaster,1994-07-07,GA,Houston County,Tornado,"Tornadoes, Flooding Torrential Rain(Trop Storm Alberto)",07/03/1994,07/25/1994,06/28/2012,Yes,No,Yes,Yes,1994,7
DR-1033,Disaster,1994-07-07,GA,Jasper County,Tornado,"Tornadoes, Flooding Torrential Rain(Trop Storm Alberto)",07/03/1994,07/25/1994,06/28/2012,Yes,No,Yes,Yes,1994,7
DR-1033,Disaster,1994-07-07,GA,Jones County,Tornado,"Tornadoes, Flooding Torrential Rain(Trop Storm Alberto)",07/03/1994,07/25/1994,06/28/2012,Yes,No,Yes,Yes,1994,7
DR-1033,Disaster,1994-07-07,GA,Lamar County,Tornado,"Tornadoes, Flooding Torrential Rain(Trop Storm Alberto)",07/03/1994,07/25/1994,06/28/2012,Yes,No,Yes,Yes,1994,7
DR-1033,Disaster,1994-07-07,GA,Lee County,Tornado,"Tornadoes, Flooding Torrential Rain(Trop Storm Alberto)",07/03/1994,07/25/1994,06/28/2012,Yes,No,Yes,Yes,1994,7
DR-1033,Disaster,1994-07-07,GA,Macon County,Tornado,"Tornadoes, Flooding Torrential Rain(Trop Storm Alberto)",07/03/1994,07/25/1994,06/28/2012,Yes,No,Yes,Yes,1994,7
DR-1033,Disaster,1994-07-07,GA,Marion County,Tornado,"Tornadoes, Flooding Torrential Rain(Trop Storm Alberto)",07/03/1994,07/25/1994,06/28/2012,Yes,No,Yes,Yes,1994,7
DR-1033,Disaster,1994-07-07,GA,Meriwether County,Tornado,"Tornadoes, Flooding Torrential Rain(Trop Storm Alberto)",07/03/1994,07/25/1994,06/28/2012,Yes,No,Yes,Yes,1994,7
DR-1033,Disaster,1994-07-07,GA,Miller County,Tornado,"Tornadoes, Flooding Torrential Rain(Trop Storm Alberto)",07/03/1994,07/25/1994,06/28/2012,Yes,No,Yes,Yes,1994,7
DR-1033,Disaster,1994-07-07,GA,Mitchell County,Tornado,"Tornadoes, Flooding Torrential Rain(Trop Storm Alberto)",07/03/1994,07/25/1994,06/28/2012,Yes,No,Yes,Yes,1994,7
DR-1033,Disaster,1994-07-07,GA,Monroe County,Tornado,"Tornadoes, Flooding Torrential Rain(Trop Storm Alberto)",07/03/1994,07/25/1994,06/28/2012,Yes,No,Yes,Yes,1994,7
DR-1033,Disaster,1994-07-07,GA,Montgomery County,Tornado,"Tornadoes, Flooding Torrential Rain(Trop Storm Alberto)",07/03/1994,07/25/1994,06/28/2012,Yes,No,Yes,Yes,1994,7
DR-1033,Disaster,1994-07-07,GA,Newton County,Tornado,"Tornadoes, Flooding Torrential Rain(Trop Storm Alberto)",07/03/1994,07/25/1994,06/28/2012,Yes,No,Yes,Yes,1994,7
DR-1033,Disaster,1994-07-07,GA,Oglethorpe County,Tornado,"Tornadoes, Flooding Torrential Rain(Trop Storm Alberto)",07/03/1994,07/25/1994,06/28/2012,Yes,No,Yes,Yes,1994,7
DR-1033,Disaster,1994-07-07,GA,Peach County,Tornado,"Tornadoes, Flooding Torrential Rain(Trop Storm Alberto)",07/03/1994,07/25/1994,06/28/2012,Yes,No,Yes,Yes,1994,7
DR-1033,Disaster,1994-07-07,GA,Pike County,Tornado,"Tornadoes, Flooding Torrential Rain(Trop Storm Alberto)",07/03/1994,07/25/1994,06/28/2012,Yes,No,Yes,Yes,1994,7
DR-1033,Disaster,1994-07-07,GA,Pulaski County,Tornado,"Tornadoes, Flooding Torrential Rain(Trop Storm Alberto)",07/03/1994,07/25/1994,06/28/2012,Yes,No,Yes,Yes,1994,7
DR-1033,Disaster,1994-07-07,GA,Quitman County,Tornado,"Tornadoes, Flooding Torrential Rain(Trop Storm Alberto)",07/03/1994,07/25/1994,06/28/2012,Yes,No,Yes,Yes,1994,7
DR-1033,Disaster,1994-07-07,GA,Randolph County,Tornado,"Tornadoes, Flooding Torrential Rain(Trop Storm Alberto)",07/03/1994,07/25/1994,06/28/2012,Yes,No,Yes,Yes,1994,7
DR-1033,Disaster,1994-07-07,GA,Rockdale County,Tornado,"Tornadoes, Flooding Torrential Rain(Trop Storm Alberto)",07/03/1994,07/25/1994,06/28/2012,Yes,No,Yes,Yes,1994,7
DR-1033,Disaster,1994-07-07,GA,Schley County,Tornado,"Tornadoes, Flooding Torrential Rain(Trop Storm Alberto)",07/03/1994,07/25/1994,06/28/2012,Yes,No,Yes,Yes,1994,7
DR-1033,Disaster,1994-07-07,GA,Seminole County,Tornado,"Tornadoes, Flooding Torrential Rain(Trop Storm Alberto)",07/03/1994,07/25/1994,06/28/2012,Yes,No,Yes,Yes,1994,7
DR-1033,Disaster,1994-07-07,GA,Spalding County,Tornado,"Tornadoes, Flooding Torrential Rain(Trop Storm Alberto)",07/03/1994,07/25/1994,06/28/2012,Yes,No,Yes,Yes,1994,7
DR-1033,Disaster,1994-07-07,GA,Stewart County,Tornado,"Tornadoes, Flooding Torrential Rain(Trop Storm Alberto)",07/03/1994,07/25/1994,06/28/2012,Yes,No,Yes,Yes,1994,7
DR-1033,Disaster,1994-07-07,GA,Sumter County,Tornado,"Tornadoes, Flooding Torrential Rain(Trop Storm Alberto)",07/03/1994,07/25/1994,06/28/2012,Yes,No,Yes,Yes,1994,7
DR-1033,Disaster,1994-07-07,GA,Talbot County,Tornado,"Tornadoes, Flooding Torrential Rain(Trop Storm Alberto)",07/03/1994,07/25/1994,06/28/2012,Yes,No,Yes,Yes,1994,7
DR-1033,Disaster,1994-07-07,GA,Taylor County,Tornado,"Tornadoes, Flooding Torrential Rain(Trop Storm Alberto)",07/03/1994,07/25/1994,06/28/2012,Yes,No,Yes,Yes,1994,7
DR-1033,Disaster,1994-07-07,GA,Telfair County,Tornado,"Tornadoes, Flooding Torrential Rain(Trop Storm Alberto)",07/03/1994,07/25/1994,06/28/2012,Yes,No,Yes,Yes,1994,7
DR-1033,Disaster,1994-07-07,GA,Terrell County,Tornado,"Tornadoes, Flooding Torrential Rain(Trop Storm Alberto)",07/03/1994,07/25/1994,06/28/2012,Yes,No,Yes,Yes,1994,7
DR-1033,Disaster,1994-07-07,GA,Toombs County,Tornado,"Tornadoes, Flooding Torrential Rain(Trop Storm Alberto)",07/03/1994,07/25/1994,06/28/2012,Yes,No,Yes,Yes,1994,7
DR-1033,Disaster,1994-07-07,GA,Troup County,Tornado,"Tornadoes, Flooding Torrential Rain(Trop Storm Alberto)",07/03/1994,07/25/1994,06/28/2012,Yes,No,Yes,Yes,1994,7
DR-1033,Disaster,1994-07-07,GA,Twiggs County,Tornado,"Tornadoes, Flooding Torrential Rain(Trop Storm Alberto)",07/03/1994,07/25/1994,06/28/2012,Yes,No,Yes,Yes,1994,7
DR-1033,Disaster,1994-07-07,GA,Upson County,Tornado,"Tornadoes, Flooding Torrential Rain(Trop Storm Alberto)",07/03/1994,07/25/1994,06/28/2012,Yes,No,Yes,Yes,1994,7
DR-1033,Disaster,1994-07-07,GA,Webster County,Tornado,"Tornadoes, Flooding Torrential Rain(Trop Storm Alberto)",07/03/1994,07/25/1994,06/28/2012,Yes,No,Yes,Yes,1994,7
DR-1033,Disaster,1994-07-07,GA,Wheeler County,Tornado,"Tornadoes, Flooding Torrential Rain(Trop Storm Alberto)",07/03/1994,07/25/1994,06/28/2012,Yes,No,Yes,Yes,1994,7
DR-1033,Disaster,1994-07-07,GA,Wilcox County,Tornado,"Tornadoes, Flooding Torrential Rain(Trop Storm Alberto)",07/03/1994,07/25/1994,06/28/2012,Yes,No,Yes,Yes,1994,7
DR-1033,Disaster,1994-07-07,GA,Worth County,Tornado,"Tornadoes, Flooding Torrential Rain(Trop Storm Alberto)",07/03/1994,07/25/1994,06/28/2012,Yes,No,Yes,Yes,1994,7
DR-1034,Disaster,1994-07-08,AL,Barbour County,Storm,Severe Storms and Flooding (Tropical Storm Alberto),07/02/1994,07/19/1994,08/25/2005,Yes,No,Yes,Yes,1994,7
DR-1034,Disaster,1994-07-08,AL,Coffee County,Storm,Severe Storms and Flooding (Tropical Storm Alberto),07/02/1994,07/19/1994,08/25/2005,Yes,No,Yes,Yes,1994,7
DR-1034,Disaster,1994-07-08,AL,Conecuh County,Storm,Severe Storms and Flooding (Tropical Storm Alberto),07/02/1994,07/19/1994,08/25/2005,Yes,No,Yes,Yes,1994,7
DR-1034,Disaster,1994-07-08,AL,Covington County,Storm,Severe Storms and Flooding (Tropical Storm Alberto),07/02/1994,07/19/1994,08/25/2005,Yes,No,Yes,Yes,1994,7
DR-1034,Disaster,1994-07-08,AL,Dale County,Storm,Severe Storms and Flooding (Tropical Storm Alberto),07/02/1994,07/19/1994,08/25/2005,Yes,No,Yes,Yes,1994,7
DR-1034,Disaster,1994-07-08,AL,Geneva County,Storm,Severe Storms and Flooding (Tropical Storm Alberto),07/02/1994,07/19/1994,08/25/2005,Yes,No,Yes,Yes,1994,7
DR-1034,Disaster,1994-07-08,AL,Henry County,Storm,Severe Storms and Flooding (Tropical Storm Alberto),07/02/1994,07/19/1994,08/25/2005,Yes,No,Yes,Yes,1994,7
DR-1034,Disaster,1994-07-08,AL,Houston County,Storm,Severe Storms and Flooding (Tropical Storm Alberto),07/02/1994,07/19/1994,08/25/2005,Yes,No,Yes,Yes,1994,7
DR-1034,Disaster,1994-07-08,AL,Randolph County,Storm,Severe Storms and Flooding (Tropical Storm Alberto),07/02/1994,07/19/1994,08/25/2005,Yes,No,Yes,Yes,1994,7
DR-1034,Disaster,1994-07-08,AL,Russell County,Storm,Severe Storms and Flooding (Tropical Storm Alberto),07/02/1994,07/19/1994,08/25/2005,Yes,No,Yes,Yes,1994,7
EM-3114,Emergency,1994-07-08,FL,Bay County,Flood,Tropical Storm Alberto,07/02/1994,07/29/1994,12/21/2004,No,No,Yes,Yes,1994,7
EM-3114,Emergency,1994-07-08,FL,Calhoun County,Flood,Tropical Storm Alberto,07/02/1994,07/29/1994,12/21/2004,No,No,Yes,Yes,1994,7
EM-3114,Emergency,1994-07-08,FL,Escambia County,Flood,Tropical Storm Alberto,07/02/1994,07/29/1994,12/21/2004,No,No,Yes,Yes,1994,7
EM-3114,Emergency,1994-07-08,FL,Franklin County,Flood,Tropical Storm Alberto,07/02/1994,07/29/1994,12/21/2004,No,No,Yes,Yes,1994,7
EM-3114,Emergency,1994-07-08,FL,Gadsden County,Flood,Tropical Storm Alberto,07/02/1994,07/29/1994,12/21/2004,No,No,Yes,Yes,1994,7
EM-3114,Emergency,1994-07-08,FL,Gulf County,Flood,Tropical Storm Alberto,07/02/1994,07/29/1994,12/21/2004,No,No,Yes,Yes,1994,7
EM-3114,Emergency,1994-07-08,FL,Holmes County,Flood,Tropical Storm Alberto,07/02/1994,07/29/1994,12/21/2004,No,No,Yes,Yes,1994,7
EM-3114,Emergency,1994-07-08,FL,Jackson County,Flood,Tropical Storm Alberto,07/02/1994,07/29/1994,12/21/2004,No,No,Yes,Yes,1994,7
EM-3114,Emergency,1994-07-08,FL,Liberty County,Flood,Tropical Storm Alberto,07/02/1994,07/29/1994,12/21/2004,No,No,Yes,Yes,1994,7
EM-3114,Emergency,1994-07-08,FL,Okaloosa County,Flood,Tropical Storm Alberto,07/02/1994,07/29/1994,12/21/2004,No,No,Yes,Yes,1994,7
EM-3114,Emergency,1994-07-08,FL,Orange County,Flood,Tropical Storm Alberto,07/02/1994,07/29/1994,12/21/2004,No,No,Yes,Yes,1994,7
EM-3114,Emergency,1994-07-08,FL,Santa Rosa County,Flood,Tropical Storm Alberto,07/02/1994,07/29/1994,12/21/2004,No,No,Yes,Yes,1994,7
EM-3114,Emergency,1994-07-08,FL,Walton County,Flood,Tropical Storm Alberto,07/02/1994,07/29/1994,12/21/2004,No,No,Yes,Yes,1994,7
EM-3114,Emergency,1994-07-08,FL,Washington County,Flood,Tropical Storm Alberto,07/02/1994,07/29/1994,12/21/2004,No,No,Yes,Yes,1994,7
DR-1035,Disaster,1994-07-10,FL,Bay County,Storm,Severe Storms and Flooding (Tropical Storm Alberto),07/02/1994,07/29/1994,03/24/2006,Yes,No,Yes,Yes,1994,7
DR-1035,Disaster,1994-07-10,FL,Calhoun County,Storm,Severe Storms and Flooding (Tropical Storm Alberto),07/02/1994,07/29/1994,03/24/2006,Yes,No,Yes,Yes,1994,7
DR-1035,Disaster,1994-07-10,FL,Franklin County,Storm,Severe Storms and Flooding (Tropical Storm Alberto),07/02/1994,07/29/1994,03/24/2006,Yes,No,Yes,Yes,1994,7
DR-1035,Disaster,1994-07-10,FL,Gadsden County,Storm,Severe Storms and Flooding (Tropical Storm Alberto),07/02/1994,07/29/1994,03/24/2006,Yes,No,Yes,Yes,1994,7
DR-1035,Disaster,1994-07-10,FL,Gulf County,Storm,Severe Storms and Flooding (Tropical Storm Alberto),07/02/1994,07/29/1994,03/24/2006,Yes,No,Yes,Yes,1994,7
DR-1035,Disaster,1994-07-10,FL,Holmes County,Storm,Severe Storms and Flooding (Tropical Storm Alberto),07/02/1994,07/29/1994,03/24/2006,Yes,No,Yes,Yes,1994,7
DR-1035,Disaster,1994-07-10,FL,Jackson County,Storm,Severe Storms and Flooding (Tropical Storm Alberto),07/02/1994,07/29/1994,03/24/2006,Yes,No,Yes,Yes,1994,7
DR-1035,Disaster,1994-07-10,FL,Liberty County,Storm,Severe Storms and Flooding (Tropical Storm Alberto),07/02/1994,07/29/1994,03/24/2006,Yes,No,Yes,Yes,1994,7
DR-1035,Disaster,1994-07-10,FL,Okaloosa County,Storm,Severe Storms and Flooding (Tropical Storm Alberto),07/02/1994,07/29/1994,03/24/2006,Yes,No,Yes,Yes,1994,7
DR-1035,Disaster,1994-07-10,FL,Santa Rosa County,Storm,Severe Storms and Flooding (Tropical Storm Alberto),07/02/1994,07/29/1994,03/24/2006,Yes,No,Yes,Yes,1994,7
DR-1035,Disaster,1994-07-10,FL,Walton County,Storm,Severe Storms and Flooding (Tropical Storm Alberto),07/02/1994,07/29/1994,03/24/2006,Yes,No,Yes,Yes,1994,7
DR-1035,Disaster,1994-07-10,FL,Washington County,Storm,Severe Storms and Flooding (Tropical Storm Alberto),07/02/1994,07/29/1994,03/24/2006,Yes,No,Yes,Yes,1994,7
DR-1036,Disaster,1994-08-02,OR,Clatsop County,Water,The El Nino (The Salmon Industry),05/01/1994,10/31/1994,02/19/1999,Yes,No,No,No,1994,8
DR-1036,Disaster,1994-08-02,OR,Columbia County,Water,The El Nino (The Salmon Industry),05/01/1994,10/31/1994,02/19/1999,Yes,No,No,No,1994,8
DR-1036,Disaster,1994-08-02,OR,Coos County,Water,The El Nino (The Salmon Industry),05/01/1994,10/31/1994,02/19/1999,Yes,No,No,No,1994,8
DR-1036,Disaster,1994-08-02,OR,Curry County,Water,The El Nino (The Salmon Industry),05/01/1994,10/31/1994,02/19/1999,Yes,No,No,No,1994,8
DR-1036,Disaster,1994-08-02,OR,Douglas County,Water,The El Nino (The Salmon Industry),05/01/1994,10/31/1994,02/19/1999,Yes,No,No,No,1994,8
DR-1036,Disaster,1994-08-02,OR,Lane County,Water,The El Nino (The Salmon Industry),05/01/1994,10/31/1994,02/19/1999,Yes,No,No,No,1994,8
DR-1036,Disaster,1994-08-02,OR,Lincoln County,Water,The El Nino (The Salmon Industry),05/01/1994,10/31/1994,02/19/1999,Yes,No,No,No,1994,8
DR-1036,Disaster,1994-08-02,OR,Tillamook County,Water,The El Nino (The Salmon Industry),05/01/1994,10/31/1994,02/19/1999,Yes,No,No,No,1994,8
