declarationNumber,declarationType,declarationDate,year,month,quarter,day,dayOfWeek,state,stateName,region,county,incidentType,disasterTitle,startDate,endDate,closeDate
DR-1207,Disaster,1998-03-03,1998.0,3.0,1.0,3.0,Tuesday,KY,Kentucky,South,Adair County,Storm,Severe Winter Storm,1998-02-04,1998-02-06,
DR-1208,Disaster,1998-03-09,1998.0,3.0,1.0,9.0,Monday,AL,Alabama,South,Barbour County,Storm,Severe Storms and Flooding,1998-03-07,,
DR-1209,Disaster,1998-03-11,1998.0,3.0,1.0,11.0,Wednesday,GA,Georgia,South,Appling County,Storm,Severe Storms and Flooding,,1998-05-11,
DR-1212,Disaster,1998-04-01,1998.0,4.0,2.0,1.0,Wednesday,MN,Minnesota,Midwest,Blue Earth County,Tornado,Tornadoes and Severe Storms,,,2010-05-07
DR-1213,Disaster,1998-04-03,1998.0,4.0,2.0,3.0,Friday,FM,,,Pohnpei County-equivalent,Drought,Severe Drought,,,
DR-1214,Disaster,1998-04-09,1998.0,4.0,2.0,9.0,Thursday,AL,Alabama,South,Covington County,Storm,Severe Storms and Tornadoes,1998-04-08,,
DR-1217,Disaster,1998-05-08,1998.0,5.0,2.0,8.0,Friday,IN,Indiana,Midwest,Benton County,Storm,Severe Winter Storm,1998-03-09,1998-03-12,
DR-1218,Disaster,1998-06-01,1998.0,6.0,2.0,1.0,Monday,SD,South Dakota,Midwest,Brown County,Flood,"Flooding, Severe Storms, Tornadoes",,,
DR-1219,Disaster,1998-06-08,1998.0,6.0,2.0,8.0,Monday,PA,Pennsylvania,Northeast,Allegheny County,Storm,"Severe Storms, Tornadoes,and Flooding",,1998-06-02,2006-08-07
EM-3126,Emergency,1998-06-09,1998.0,6.0,2.0,9.0,Tuesday,KS,Kansas,Midwest,Harvey County,Other,Debruce Grain Elevator Explosion  (Sedgwick Cty),1998-06-08,1998-06-08,
DR-1221,Disaster,1998-06-12,1998.0,6.0,2.0,12.0,Friday,OR,Oregon,West,Crook County,Flood,Flooding,,1998-06-03,2003-10-02
DR-1229,Disaster,1998-07-01,1998.0,7.0,3.0,1.0,Wednesday,WV,West Virginia,South,Braxton County,Storm,Severe Storms and Flooding,,,
DR-1230,Disaster,1998-07-02,1998.0,7.0,3.0,2.0,Thursday,IA,Iowa,Midwest,Carroll,Flood,"Severe Storms, Tornadoes, and Flooding",,,2007-01-08
DR-1231,Disaster,1998-07-02,1998.0,7.0,3.0,2.0,Thursday,NH,New Hampshire,Northeast,Belknap County,Storm,Severe Storms and Flooding,1998-06-12,1998-07-02,
DR-1232,Disaster,1998-07-02,1998.0,7.0,3.0,2.0,Thursday,ME,Maine,Northeast,Androscoggin County,Storm,Severe Storms and Flooding,,1998-07-01,
EM-3128,Emergency,1998-07-02,1998.0,7.0,3.0,2.0,Thursday,NM,New Mexico,West,,Fire,Extreme Fire Hazards,,,
DR-1233,Disaster,1998-07-07,1998.0,7.0,3.0,7.0,Tuesday,NY,New York,Northeast,Allegany County,Storm,Severe Storms and Flooding,,1998-07-10,2004-12-08
DR-1237,Disaster,1998-08-05,1998.0,8.0,3.0,5.0,Wednesday,MI,Michigan,Midwest,Macomb County,Storm,Severe Storms and High Winds,,,2005-05-03
DR-1238,Disaster,1998-08-12,1998.0,8.0,3.0,12.0,Wednesday,WI,Wisconsin,Midwest,Milwaukee County,Storm,Severe Storms and Flooding,1998-08-05,,
DR-1242,Disaster,1998-09-04,1998.0,9.0,3.0,4.0,Friday,VA,Virginia,South,Chesapeake,Hurricane,Hurricane Bonnie,,1998-09-01,
DR-1241,Disaster,1998-09-04,1998.0,9.0,3.0,4.0,Friday,FL,Florida,South,Bay County,Hurricane, Hurricane Earl,1998-09-03,1998-09-03,
DR-1243,Disaster,1998-09-04,1998.0,9.0,3.0,4.0,Friday,SC,South Carolina,South,Horry County,Hurricane,Hurricane Bonnie,,1998-09-01,
DR-1244,Disaster,1998-09-11,1998.0,9.0,3.0,11.0,Friday,NY,New York,Northeast,Cayuga County,Storm,"Ny - Severe Wx, Sept 7, 1998",1998-09-07,1998-09-07,2005-07-06
DR-1251,Disaster,1998-10-01,1998.0,10.0,4.0,1.0,Thursday,MS,Mississippi,South,Covington County,Hurricane,Hurricane Georges,,1998-10-05,
DR-1252,Disaster,1998-10-05,1998.0,10.0,4.0,5.0,Monday,WA,Washington,West,Ferry County,Storm,Wa Storms and Flooding 5/26/98,,,2003-01-08
DR-1258,Disaster,1998-11-05,1998.0,11.0,4.0,5.0,Thursday,KS,Kansas,Midwest,Butler County,Storm,Ks-Flooding  10/31/98,,,
DR-1259,Disaster,1998-11-06,1998.0,11.0,4.0,6.0,Friday,FL,Florida,South,Monroe County,Storm,Tropical Storm Mitch,1998-11-04,1998-11-05,
EM-3134,Emergency,1999-01-08,1999.0,1.0,1.0,8.0,Friday,IL,Illinois,Midwest,Adams County,Snow,Il-Winter Storm  1/1/99,1999-01-01,,2014-03-12
DR-1267,Disaster,1999-02-09,1999.0,2.0,1.0,9.0,Tuesday,CA,California,West,Fresno County,Winter,Ca-Citrus Crop Damage 2/2/99,,,
FS-2249,Fire,1999-03-02,1999.0,3.0,1.0,2.0,Tuesday,TX,Texas,South,Comal County,Fire,Fischer Fire,1999-03-03,1999-03-03,2002-07-09
EM-3138,Emergency,1999-03-10,1999.0,3.0,1.0,10.0,Wednesday,NY,New York,Northeast,Livingston County,Snow,Snow,1999-03-03,1999-03-06,2005-09-07
DR-1269,Disaster,1999-04-09,1999.0,4.0,2.0,9.0,Friday,LA,Louisiana,South,Bossier Parish,Storm,"Severe Storms, Tornadoes, and Flooding",1999-04-03,1999-04-07,
DR-1273,Disaster,1999-05-04,1999.0,5.0,2.0,4.0,Tuesday,KS,Kansas,Midwest,Reno County,Tornado,Severe Storms and Tornadoes,1999-05-03,1999-05-06,2007-01-11
DR-1272,Disaster,1999-05-04,1999.0,5.0,2.0,4.0,Tuesday,OK,Oklahoma,South,Caddo County,Tornado,"Ok, Tornadoes 5/3/99",1999-05-03,1999-05-04,
FS-2261,Fire,1999-05-06,1999.0,5.0,2.0,6.0,Thursday,MI,Michigan,Midwest,Marquette County,Fire,Mi - Tower Lake Mountain Fire - 05/06/1999,1999-05-05,1999-05-09,
DR-1274,Disaster,1999-05-06,1999.0,5.0,2.0,6.0,Thursday,TX,Texas,South,Bowie County,Tornado,"Tx, Tornado 5/4/99",1999-05-04,1999-05-04,
DR-1275,Disaster,1999-05-12,1999.0,5.0,2.0,12.0,Wednesday,TN,Tennessee,South,Cheatham County,Storm,"Severe Storms, Tornadoes, and Flooding",1999-05-05,,
DR-1279,Disaster,1999-06-08,1999.0,6.0,2.0,8.0,Tuesday,ND,North Dakota,Midwest,Devils Lake Sioux Indian Reservation,Flood,"Severe Storms, Flooding, Snow, Ice, Ground Saturation, Lanslides, Mudslides, and Tor",1999-03-01,,
DR-1280,Disaster,1999-06-09,1999.0,6.0,2.0,9.0,Wednesday,SD,South Dakota,Midwest,Oglala Sioux Tribe of the Pine Ridge Reservation,Tornado,"Severe Storms, Tornadoes, and Flooding",1999-06-04,,
FS-2263,Fire,1999-06-12,1999.0,6.0,2.0,12.0,Saturday,AZ,Arizona,West,Gila County,Fire,Az - Rainbow Fire - 06/11/1999,1999-06-11,1999-06-12,
FS-2265,Fire,1999-07-03,1999.0,7.0,3.0,3.0,Saturday,NV,Nevada,West,Washoe County,Fire,Mira Loma Fire,1999-07-02,1999-07-04,
FS-2269,Fire,1999-08-09,1999.0,8.0,3.0,9.0,Monday,NY,New York,Northeast,Orange County,Fire,West Point Fire Complex,1999-08-06,1999-08-06,
EM-3142,Emergency,1999-09-01,1999.0,9.0,3.0,1.0,Wednesday,TX,Texas,South,Anderson County,Fire,Extreme Fire Hazards,1999-08-01,1999-12-10,2002-07-09
EM-3140,Emergency,1999-09-01,1999.0,9.0,3.0,1.0,Wednesday,CA,California,West,Butte County,Fire,Ca-Wildfires-08/25/1999,,,
EM-3141,Emergency,1999-09-01,1999.0,9.0,3.0,1.0,Wednesday,NC,North Carolina,South,Beaufort County,Hurricane,Hurricane Dennis,,1999-09-11,
DR-1289,Disaster,1999-09-01,1999.0,9.0,3.0,1.0,Wednesday,PA,Pennsylvania,Northeast,Juniata County,Storm,Pa - Flooding 8/20/99,,,
DR-1290,Disaster,1999-09-06,1999.0,9.0,3.0,6.0,Monday,VA,Virginia,South,Hampton,Hurricane,Virginia Tropical Storm Dennis 08/27/99,,,
DR-1291,Disaster,1999-09-09,1999.0,9.0,3.0,9.0,Thursday,NC,North Carolina,South,Beaufort County,Hurricane,Hurricane Dennis ,,1999-09-11,
DR-1307,Disaster,1999-11-10,1999.0,11.0,4.0,10.0,Wednesday,VT,Vermont,Northeast,Bennington County,Storm,Tropical Storm Floyd,,,
EM-3153,Emergency,1999-12-06,1999.0,12.0,4.0,6.0,Monday,MA,Massachusetts,Northeast,"Worcester County in PMSA 1120,2600,9240",Fire,Warehouse Fire,1999-12-03,,
FS-2289,Fire,2000-01-03,2000.0,1.0,1.0,3.0,Monday,TX,Texas,South,Wise County,Fire,Saddleback Fire,2000-01-03,2000-01-03,
FS-2290,Fire,2000-01-04,2000.0,1.0,1.0,4.0,Tuesday,TX,Texas,South,Comal County,Fire,Purgatory Fire,2000-01-04,2000-01-04,
FS-2291,Fire,2000-01-05,2000.0,1.0,1.0,5.0,Wednesday,TX,Texas,South,Bastrop County,Fire,Bob's Trail Fire,2000-01-05,2000-01-05,
DR-1310,Disaster,2000-01-10,2000.0,1.0,1.0,10.0,Monday,KY,Kentucky,South,Ballard County,Tornado,"Tornadoes, Severe Storms, Torrential Rains, and Flash Flooding",2000-01-03,2000-01-04,2012-05-10
DR-1321,Disaster,2000-03-07,2000.0,3.0,1.0,7.0,Tuesday,OH,Ohio,Midwest,Adams County,Storm,Severe Storms and Flooding,,2000-03-02,
FS-2292,Fire,2000-03-09,2000.0,3.0,1.0,9.0,Thursday,MO,Missouri,Midwest,Camden County,Fire,Camden Fire Complex,2000-03-07,2000-03-11,2003-12-04
DR-1323,Disaster,2000-04-07,2000.0,4.0,2.0,7.0,Friday,TX,Texas,South,Tarrant County,Tornado,"Severe Storms, Tornadoes, and Flooding",,,2010-08-12
DR-1324,Disaster,2000-04-10,2000.0,4.0,2.0,10.0,Monday,MD,Maryland,South,Baltimore,Storm,Severe Winter Storm,,,
DR-1325,Disaster,2000-04-10,2000.0,4.0,2.0,10.0,Monday,DC,District of Columbia,South,District of Columbia County-equivalent,Storm,Severe Winter Storm,,,2010-06-07
FS-2294,Fire,2000-04-11,2000.0,4.0,2.0,11.0,Tuesday,FL,Florida,South,Collier County,Fire,Fl - Merritt Fire,2000-04-11,,2006-06-06
DR-1327,Disaster,2000-05-03,2000.0,5.0,2.0,3.0,Wednesday,KS,Kansas,Midwest,Crawford County,Storm,Severe Storms and Tornadoes,,,
FS-2296,Fire,2000-05-08,2000.0,5.0,2.0,8.0,Monday,NM,New Mexico,West,Lincoln County,Fire,Cree Fire,2000-05-07,,
EM-3154,Emergency,2000-05-10,2000.0,5.0,2.0,10.0,Wednesday,NM,New Mexico,West,Bernalillo County,Fire,Severe Fire Threats,2000-05-05,2000-07-07,
DR-1328,Disaster,2000-05-12,2000.0,5.0,2.0,12.0,Friday,MO,Missouri,Midwest,Crawford County,Flood,Severe Thunderstorms and Flash Flooding,2000-05-06,2000-05-07,
FS-2305,Fire,2000-06-02,2000.0,6.0,2.0,2.0,Friday,FL,Florida,South,Clay County,Fire,"Fl, Jacksonville Fire Complex",2000-06-02,,
FS-2306,Fire,2000-06-05,2000.0,6.0,2.0,5.0,Monday,FL,Florida,South,Baker County,Fire,"Fl, Suwannee Fire Complex",2000-06-05,,
FS-2307,Fire,2000-06-09,2000.0,6.0,2.0,9.0,Friday,FL,Florida,South,Dixie County,Fire,"Fl, Perry Fire Complex",2000-06-09,,
FS-2309,Fire,2000-06-12,2000.0,6.0,2.0,12.0,Monday,CO,Colorado,West,Jefferson County,Fire,High Meadows Fire ,2000-06-12,,
DR-1331,Disaster,2000-06-12,2000.0,6.0,2.0,12.0,Monday,TN,Tennessee,South,Anderson County,Storm,"Severe Storms, Tornadoes, and Flooding",,,
FS-2308,Fire,2000-06-12,2000.0,6.0,2.0,12.0,Monday,CO,Colorado,West,Larimer County,Fire,Bobcat Gulch Fire ,2000-06-12,,
FS-2316,Fire,2000-08-01,2000.0,8.0,3.0,1.0,Tuesday,NV,Nevada,West,Washoe County,Fire,Nv - Arrowcreek Fire,2000-08-01,2000-08-05,2005-04-01
FS-2317,Fire,2000-08-05,2000.0,8.0,3.0,5.0,Saturday,MT,Montana,West,Deer Lodge County,Fire,Mt-Southwestern Zone Two Fire Complex,2000-08-05,,2003-04-08
FS-2318,Fire,2000-08-08,2000.0,8.0,3.0,8.0,Tuesday,MT,Montana,West,Beaverhead County,Fire,Mt - Central Zone 3C Fire Complex,2000-08-08,,2003-04-09
DR-1341,Disaster,2000-09-01,2000.0,9.0,3.0,1.0,Friday,ID,Idaho,West,Fort Hall Indian Reservation,Fire,Wildfires,,,2003-12-11
FS-2328,Fire,2000-09-03,2000.0,9.0,3.0,3.0,Sunday,TX,Texas,South,Newton County,Fire,Tx - Moore Branch Fire - 09/03/00,2000-09-03,2000-10-04,
FS-2329,Fire,2000-09-04,2000.0,9.0,3.0,4.0,Monday,TX,Texas,South,Liberty County,Fire,Tx - Stanley Mainline Fire - 09/04/00,2000-09-04,2000-09-08,
FS-2332,Fire,2000-09-05,2000.0,9.0,3.0,5.0,Tuesday,TX,Texas,South,Tyler County,Fire,Tx - Warren Chapel Fire - 09/04/00,2000-09-04,2000-09-07,
FS-2331,Fire,2000-09-05,2000.0,9.0,3.0,5.0,Tuesday,TX,Texas,South,Montgomery County,Fire,Tx - Peach Creek Fire - 09/04/00,2000-09-04,2000-09-09,
FS-2330,Fire,2000-09-05,2000.0,9.0,3.0,5.0,Tuesday,TX,Texas,South,Kerr County,Fire,Tx - Sheppard Reese Fire - 09/04/00,2000-09-04,2000-09-05,
FS-2333,Fire,2000-09-07,2000.0,9.0,3.0,7.0,Thursday,TX,Texas,South,Lampasas County,Fire,Tx - Mesquite Creek Fire - 09/08/00,2000-09-06,2000-09-08,
FS-2334,Fire,2000-09-07,2000.0,9.0,3.0,7.0,Thursday,TX,Texas,South,Kendall County,Fire,Tx - Frost Fire - 09/08/00,2000-09-06,2000-09-07,
FS-2335,Fire,2000-09-08,2000.0,9.0,3.0,8.0,Friday,TX,Texas,South,McCulloch County,Fire,Tx-Deep Creek Fire-9/8/00,2000-09-08,,
FS-2336,Fire,2000-09-10,2000.0,9.0,3.0,10.0,Sunday,TX,Texas,South,Caldwell County,Fire,Tx-Milam Street Fire-9/9/00,2000-09-09,2000-09-10,
FS-2337,Fire,2000-09-11,2000.0,9.0,3.0,11.0,Monday,LA,Louisiana,South,Allen Parish,Fire,La-Western Louisiana Fire Complex-9/8/00,2000-09-08,,
DR-1344,Disaster,2000-10-03,2000.0,10.0,4.0,3.0,Tuesday,FL,Florida,South,Bay County,Storm,Tropical Storm Helene ,,2000-10-04,
FS-2344,Fire,2000-10-03,2000.0,10.0,4.0,3.0,Tuesday,TX,Texas,South,Parker County,Fire,Tx - Quail Run Fire - 10/03/00,2000-10-02,2000-10-03,
DR-1345,Disaster,2000-10-04,2000.0,10.0,4.0,4.0,Wednesday,FL,Florida,South,Broward County,Storm,Severe Storms and Flooding,2000-10-03,2000-10-11,
EM-3155,Emergency,2000-10-11,2000.0,10.0,4.0,11.0,Wednesday,NY,New York,Northeast,Albany County,Other,West Nile Virus,,2000-11-01,
EM-3156,Emergency,2000-11-01,2000.0,11.0,4.0,1.0,Wednesday,NJ,New Jersey,Northeast,Atlantic County,Other,West Nile Virus,,2000-11-01,2002-04-08
FS-2346,Fire,2000-11-02,2000.0,11.0,4.0,2.0,Thursday,TN,Tennessee,South,Anderson County,Fire,Tn - Knoxville Fire Complex - 11/02/00,,,
FS-2347,Fire,2000-11-03,2000.0,11.0,4.0,3.0,Friday,TN,Tennessee,South,Fentress County,Fire,Tn - Cookeville Fire Complex - 11/03/00,2000-11-01,,
FS-2348,Fire,2000-11-03,2000.0,11.0,4.0,3.0,Friday,TN,Tennessee,South,Grainger County,Fire,Tn-Greeneville Fire Complex-11/03/00,,,
FS-2349,Fire,2000-11-04,2000.0,11.0,4.0,4.0,Saturday,KY,Kentucky,South,Bell County,Fire,Ky - Southeastern District Fire Complex - 11/03/00,,,
FS-2350,Fire,2000-11-04,2000.0,11.0,4.0,4.0,Saturday,KY,Kentucky,South,Floyd County,Fire,Ky - Eastern District Fire Complex - 11/03/00,,,
DR-1348,Disaster,2000-11-09,2000.0,11.0,4.0,9.0,Thursday,HI,Hawaii,West,Hawaii County,Storm,Severe Storms and Flooding,,2000-11-02,
EM-3157,Emergency,2000-12-04,2000.0,12.0,4.0,4.0,Monday,NY,New York,Northeast,Cattaraugus County,Snow,Snow,,,2004-12-07
DR-1350,Disaster,2000-12-06,2000.0,12.0,4.0,6.0,Wednesday,MT,Montana,West,Carter County,Storm,Severe Winter Storms,,,
DR-1355,Disaster,2001-01-05,2001.0,1.0,1.0,5.0,Friday,OK,Oklahoma,South,Adair County,Ice,Severe Winter Ice Storm,,2001-01-10,
FS-2351,Fire,2001-01-05,2001.0,1.0,1.0,5.0,Friday,TX,Texas,South,Johnson County,Fire,Tx - Alsbury Fire - 08/29/00,,,2010-09-07
FS-2352,Fire,2001-01-05,2001.0,1.0,1.0,5.0,Friday,TX,Texas,South,Hays County,Fire,Tx - Amhurst Street Fire - 09/04/00,2000-09-04,2000-09-05,2010-09-07
DR-1356,Disaster,2001-01-08,2001.0,1.0,1.0,8.0,Monday,TX,Texas,South,Armstrong County,Ice,Severe Winter Ice Storm,2000-12-12,,2013-07-08
EM-3160,Emergency,2001-01-10,2001.0,1.0,1.0,10.0,Wednesday,MI,Michigan,Midwest,Allegan County,Snow,Snow,2000-12-11,,
DR-1357,Disaster,2001-01-12,2001.0,1.0,1.0,12.0,Friday,LA,Louisiana,South,Bienville Parish,Ice,Severe Winter Ice Storm,2000-12-11,2001-01-03,
DR-1359,Disaster,2001-02-05,2001.0,2.0,1.0,5.0,Monday,FL,Florida,South,Alachua County,Winter,Severe Freeze ,2000-12-01,,
DR-1361,Disaster,2001-03-01,2001.0,3.0,1.0,1.0,Thursday,WA,Washington,West,Benton County,Earthquake,Earthquake,,,
DR-1362,Disaster,2001-03-05,2001.0,3.0,1.0,5.0,Monday,AL,Alabama,South,Blount County,Storm,Severe Storms and Flooding,,,
DR-1364,Disaster,2001-04-10,2001.0,4.0,2.0,10.0,Tuesday,MA,Massachusetts,Northeast,"Bristol County(in PMSA 1120,1200,2480,5400,6060",Storm,Severe Storms and Flooding,2001-03-05,,2009-07-10
EM-3167,Emergency,2001-04-10,2001.0,4.0,2.0,10.0,Tuesday,VT,Vermont,Northeast,Addison County,Snow,Snow,2001-03-05,2001-03-07,
DR-1367,Disaster,2001-05-02,2001.0,5.0,2.0,2.0,Wednesday,IA,Iowa,Midwest,Allamakee County,Storm,"Severe Storms, Tornadoes, and Flooding",2001-04-08,,2007-01-11
DR-1368,Disaster,2001-05-09,2001.0,5.0,2.0,9.0,Wednesday,IL,Illinois,Midwest,Adams County,Flood,Flooding,,,2010-03-08
DR-1369,Disaster,2001-05-11,2001.0,5.0,2.0,11.0,Friday,WI,Wisconsin,Midwest,Adams County,Flood,"Flooding, Severe Storms and Tornadoes",2001-04-10,2001-07-06,2011-01-03
FS-2364,Fire,2001-06-03,2001.0,6.0,2.0,3.0,Sunday,NM,New Mexico,West,Lincoln County,Fire,Nm -Trap and Skeet Fire - 06/02/2001,2001-06-02,2001-06-03,2002-06-07
DR-1378,Disaster,2001-06-03,2001.0,6.0,2.0,3.0,Sunday,WV,West Virginia,South,Boone County,Storm,"Severe Storms, Flooding and Landslides",,2001-09-04,
DR-1379,Disaster,2001-06-09,2001.0,6.0,2.0,9.0,Saturday,TX,Texas,South,Anderson County,Storm,Tx-Tropical Storm Allison-06-06-2001,2001-06-05,,
DR-1380,Disaster,2001-06-11,2001.0,6.0,2.0,11.0,Monday,LA,Louisiana,South,Ascension Parish,Storm,Tropical Storm Allison,2001-06-05,,
FS-2366,Fire,2001-07-05,2001.0,7.0,3.0,5.0,Thursday,NV,Nevada,West,Elko County,Fire,Nv - Ten Mile Fire - 07/05/2001,2001-07-05,2001-07-05,
DR-1385,Disaster,2001-07-07,2001.0,7.0,3.0,7.0,Saturday,MT,Montana,West,Gallatin County,Storm,Severe Winter Storms,2001-06-03,,
DR-1386,Disaster,2001-07-12,2001.0,7.0,3.0,12.0,Thursday,VA,Virginia,South,Bath County,Storm,Severe Storms and Flooding,2001-07-08,,
FS-2370,Fire,2001-08-01,2001.0,8.0,3.0,1.0,Wednesday,WY,Wyoming,West,Weston County,Fire,Wy- Elk Mountain Fire Complex - 08/01/01,,2001-08-08,
FS-2369,Fire,2001-08-01,2001.0,8.0,3.0,1.0,Wednesday,SD,South Dakota,Midwest,Custer County,Fire,Sd - Elk Mountain Fire Complex - 08/01/01,,,2003-11-04
FS-2371,Fire,2001-08-09,2001.0,8.0,3.0,9.0,Thursday,NV,Nevada,West,Washoe County,Fire,Nv - Antelope Fire - 08/09/2001,2001-08-09,,
FS-2382,Fire,2001-09-06,2001.0,9.0,3.0,6.0,Thursday,WY,Wyoming,West,Crook County,Fire,Wy - Mcfarland Divide Fire - 09/06/01,2001-09-05,2001-09-08,
DR-1391,Disaster,2001-09-11,2001.0,9.0,3.0,11.0,Tuesday,NY,New York,Northeast,Albany County,Fire,Fires and Explosions,2001-09-11,2001-09-11,
EM-3168,Emergency,2001-09-12,2001.0,9.0,3.0,12.0,Wednesday,VA,Virginia,South,Arlington County,Fire,Fires and Explosions,2001-09-11,2001-09-11,
DR-1394,Disaster,2001-10-12,2001.0,10.0,4.0,12.0,Friday,NE,Nebraska,Midwest,Dakota County,Storm,Severe Storms and A Tornado,,,
FS-2383,Fire,2001-11-01,2001.0,11.0,4.0,1.0,Thursday,CO,Colorado,West,Larimer County,Fire,Co - Armageddon Fire - 11/01/01,,2001-11-03,2003-06-06
FS-2386,Fire,2001-11-02,2001.0,11.0,4.0,2.0,Friday,KY,Kentucky,South,Floyd County,Fire,Ky - Eastern Fire Complex - 11/02/2001,2001-11-02,,
FS-2384,Fire,2001-11-02,2001.0,11.0,4.0,2.0,Friday,KY,Kentucky,South,Breathitt County,Fire,Ky - Kentucky River Complex - 11/02/01,2001-11-02,,
FS-2385,Fire,2001-11-02,2001.0,11.0,4.0,2.0,Friday,KY,Kentucky,South,Bell County,Fire,Ky - Southeastern Fire Complex - 11/02/01,2001-11-02,,
FS-2387,Fire,2001-11-03,2001.0,11.0,4.0,3.0,Saturday,TN,Tennessee,South,Bledsoe County,Fire,Tn - Chattanooga Fire Complex - 11/03/01,2001-11-03,,
FS-2388,Fire,2001-11-09,2001.0,11.0,4.0,9.0,Friday,SC,South Carolina,South,Horry County,Fire,Sc - Long Bay Fire - 11/09/2001,2001-11-07,,
DR-1397,Disaster,2001-12-05,2001.0,12.0,4.0,5.0,Wednesday,GU,Guam,Territory,Guam County-equivalent,Earthquake,Earthquake,,,
DR-1398,Disaster,2001-12-07,2001.0,12.0,4.0,7.0,Friday,MS,Mississippi,South,Benton County,Storm,"Severe Storms, Tornadoes, and Flooding",,,
DR-1399,Disaster,2001-12-07,2001.0,12.0,4.0,7.0,Friday,AL,Alabama,South,Autauga County,Storm,Severe Storms and Tornadoes,,,
DR-1401,Disaster,2002-02-01,2002.0,2.0,1.0,1.0,Friday,OK,Oklahoma,South,Alfalfa County,Ice,Severe Winter Ice Storm,,2002-02-11,
DR-1402,Disaster,2002-02-06,2002.0,2.0,1.0,6.0,Wednesday,KS,Kansas,Midwest,Allen County,Ice,Severe Winter Ice Storm,,,2011-01-05
DR-1403,Disaster,2002-02-06,2002.0,2.0,1.0,6.0,Wednesday,MO,Missouri,Midwest,Adair County,Ice,Severe Winter Ice Storm,,,2011-02-11
FS-2396,Fire,2002-02-11,2002.0,2.0,1.0,11.0,Monday,CA,California,West,San Diego County,Fire,Gavilan Fire,2002-02-10,,2007-04-05
DR-1404,Disaster,2002-03-01,2002.0,3.0,1.0,1.0,Friday,NY,New York,Northeast,Erie County,Snow,Severe Winter Storm,,,
DR-1405,Disaster,2002-03-12,2002.0,3.0,1.0,12.0,Tuesday,OR,Oregon,West,Coos County,Storm,Severe Winter Storm With High Winds,2002-02-07,2002-02-08,2010-06-08
DR-1406,Disaster,2002-04-02,2002.0,4.0,2.0,2.0,Tuesday,VA,Virginia,South,Norton,Storm,Severe Storms and Flooding,,,
DR-1407,Disaster,2002-04-04,2002.0,4.0,2.0,4.0,Thursday,KY,Kentucky,South,Bath County,Storm,Severe Storms and Flooding,,,
DR-1408,Disaster,2002-04-05,2002.0,4.0,2.0,5.0,Friday,TN,Tennessee,South,Anderson County,Storm,Severe Storms and Flooding,,,
DR-1409,Disaster,2002-05-01,2002.0,5.0,2.0,1.0,Wednesday,MD,Maryland,South,Calvert County,Tornado,Tornado,,,
FS-2402,Fire,2002-05-01,2002.0,5.0,2.0,1.0,Wednesday,NM,New Mexico,West,Otero County,Fire,Nm - Penasco Fire - 05-01-02,,2002-06-03,2005-01-05
FS-2401,Fire,2002-05-01,2002.0,5.0,2.0,1.0,Wednesday,CO,Colorado,West,Custer County,Fire,Cuerno Verde Fire,,2002-05-05,
FS-2403,Fire,2002-05-05,2002.0,5.0,2.0,5.0,Sunday,CO,Colorado,West,Park County,Fire,Black Mountain Fire,2002-05-05,2002-05-12,
DR-1410,Disaster,2002-05-05,2002.0,5.0,2.0,5.0,Sunday,WV,West Virginia,South,Kanawha County,Storm,"Severe Storms, Flooding and Landslides",2002-05-02,,
DR-1411,Disaster,2002-05-05,2002.0,5.0,2.0,5.0,Sunday,VA,Virginia,South,Bedford,Storm,"Severe Storms, Tornadoes, and Flooding",,2002-05-03,
DR-1413,Disaster,2002-05-06,2002.0,5.0,2.0,6.0,Monday,MI,Michigan,Midwest,Baraga County,Flood,Flooding,2002-04-10,2002-05-09,
DR-1412,Disaster,2002-05-06,2002.0,5.0,2.0,6.0,Monday,MO,Missouri,Midwest,Adair County,Storm,"Severe Storms, Tornadoes, and Flooding",,2002-06-10,2011-01-11
DR-1414,Disaster,2002-05-07,2002.0,5.0,2.0,7.0,Tuesday,KY,Kentucky,South,Boyle County,Storm,"Severe Storms, Tornadoes, and Flooding",,2002-05-10,
FS-2404,Fire,2002-05-07,2002.0,5.0,2.0,7.0,Tuesday,NM,New Mexico,West,San Miguel County,Fire,Nm - Dalton Fire - 05/06/02,2002-05-06,,2005-01-11
FS-2409,Fire,2002-06-01,2002.0,6.0,2.0,1.0,Saturday,MN,Minnesota,Midwest,Crow Wing County,Fire,Mn - by-Pass Fire - 05/31/2002,,2002-06-04,2005-03-09
FS-2411,Fire,2002-06-02,2002.0,6.0,2.0,2.0,Sunday,NJ,New Jersey,Northeast,Ocean County,Fire,Nj - Double Trouble Wildfire - 6/02/02,2002-06-02,2002-06-02,
FS-2410,Fire,2002-06-02,2002.0,6.0,2.0,2.0,Sunday,CO,Colorado,West,Fremont County,Fire,Iron Mountain Fire,2002-06-02,2002-06-10,2008-09-05
FS-2412,Fire,2002-06-03,2002.0,6.0,2.0,3.0,Monday,CO,Colorado,West,Las Animas County,Fire,Co - Spring Fire - 06/03/02,2002-06-02,,
FS-2413,Fire,2002-06-03,2002.0,6.0,2.0,3.0,Monday,CO,Colorado,West,Las Animas County,Fire,Co - James John / Fisher - 06/03/02,2002-06-02,,
FS-2414,Fire,2002-06-04,2002.0,6.0,2.0,4.0,Tuesday,NM,New Mexico,West,Colfax County,Fire,Nm-Turkey Fire-6-2-02,2002-06-02,,2005-01-11
